safe_anchor,page_rank,https_token,ratio_nullHyperlinks,nb_extCSS,links_in_tags,phish_hints,ratio_intRedirection,length_words_raw,ratio_extRedirection,google_index,ratio_extMedia,ratio_intHyperlinks,domain_registration_length,length_hostname,ip,longest_words_raw,avg_words_raw,avg_word_host,ratio_intMedia,longest_word_host,dns_record,ratio_extErrors,nb_hyperlinks,ratio_extHyperlinks,longest_word_path,length_url,ratio_intErrors,avg_word_path,domain_in_title,ratio_digits_url,domain_age,ratio_digits_host,url_complexity_score,suspicious_char_count,url_length_category,domain_trust_score,has_ip_flag,redirection_complexity,special_token_flag,subdomain_risk,ext_link_risk,page_deception_score
0.697,8,0,0.157,3,0.636,2,0.465,22,0.756,1,0.902,0.045,2052,38,0,8,4.38,9.16,0.532,14,0,0.082,99,0.237,13,71,0.332,9.7,0,0.318,3967,0.14,15,1,1,4,0,6,0,3,2.305,2
0.294,2,0,0.026,4,0.832,2,0.837,16,0.743,1,0.239,0.152,516,17,0,11,5.22,7.37,0.645,14,1,0.388,68,0.89,10,90,0.466,9.38,0,0.039,707,0.079,16,3,2,3,0,2,0,4,4.544,0
0.449,6,0,0.43,8,0.216,2,0.191,14,0.72,1,0.471,0.012,1957,56,0,11,8.17,9.91,0.191,19,1,0.367,41,0.646,16,132,0.185,8.97,1,0.024,4058,0.267,19,1,2,4,0,5,0,3,3.745,1
0.679,0,1,0.127,13,0.622,3,0.958,9,0.287,1,0.14,0.346,2534,30,0,5,3.14,7.92,0.447,19,1,0.105,28,0.212,15,139,0.328,5.26,0,0.238,6439,0.168,13,4,2,4,0,3,1,3,1.315,2
0.878,5,0,0.285,15,0.92,3,0.086,23,0.621,1,0.417,0.995,925,48,0,8,9.64,7.22,0.497,3,1,0.308,34,0.065,15,172,0.415,7.35,0,0.267,6368,0.003,14,1,2,5,0,6,0,4,1.745,2
0.689,7,1,0.023,19,0.463,1,0.908,3,0.654,1,0.898,0.096,2920,43,0,19,8.91,7.57,0.579,9,1,0.208,93,0.377,4,131,0.338,5.21,0,0.426,6834,0.132,22,2,2,4,0,2,1,5,2.647,0
0.795,0,1,0.318,18,0.508,2,0.076,15,0.422,0,0.398,0.79,2815,22,0,18,5.6,3.04,0.211,8,1,0.478,70,0.16,15,28,0.28,6.43,1,0.342,719,0.256,14,2,0,2,0,4,1,4,1.802,2
0.393,3,0,0.159,15,0.694,1,0.656,21,0.448,1,0.943,0.03,405,19,1,20,7.33,5.72,0.366,16,1,0.124,52,0.47,19,53,0.179,6.13,0,0.353,1319,0.19,17,2,0,4,1,6,0,4,2.43,1
0.392,1,0,0.176,6,0.339,1,0.605,17,0.576,1,0.432,0.244,218,39,0,11,2.88,7.34,0.739,15,1,0.034,10,0.816,4,190,0.335,4.14,1,0.485,4941,0.373,16,0,2,4,0,2,1,3,3.634,1
0.067,1,1,0.055,9,0.384,0,0.721,8,0.989,1,1.0,0.21,892,42,1,8,9.32,2.24,0.384,11,1,0.353,65,0.686,19,64,0.253,2.09,0,0.333,3240,0.23,11,2,1,4,1,2,1,7,4.389,1
0.391,8,0,0.006,8,0.98,0,0.94,4,0.664,0,0.556,0.212,1475,28,0,13,9.46,4.87,0.807,8,0,0.379,44,0.718,19,62,0.438,3.38,0,0.021,2914,0.149,18,2,1,3,0,3,0,1,3.861,1
0.123,0,1,0.127,5,0.871,0,0.222,6,0.879,0,0.528,0.644,78,47,0,6,8.08,5.67,0.246,5,1,0.494,61,0.781,11,45,0.227,2.93,0,0.228,4568,0.349,22,3,0,3,0,7,1,6,4.595,2
0.866,3,1,0.256,8,0.767,1,0.574,20,0.081,1,0.423,0.866,2517,34,0,10,10.99,8.84,0.723,4,0,0.068,22,0.101,5,69,0.258,2.75,1,0.348,6035,0.188,11,1,1,3,0,5,1,3,0.533,0
0.98,6,0,0.128,14,0.232,3,0.247,28,0.745,1,0.483,0.752,2180,44,0,19,6.56,2.56,0.795,3,1,0.013,57,0.842,5,183,0.398,5.09,1,0.026,4995,0.228,7,1,2,4,0,5,0,2,4.029,0
0.873,3,1,0.206,6,0.314,0,0.98,17,0.537,1,0.373,0.68,1049,13,0,24,7.07,8.5,0.931,5,1,0.13,86,0.532,19,174,0.129,7.6,1,0.411,2352,0.27,16,3,2,5,0,2,1,5,2.8,3
0.807,0,0,0.241,11,0.103,0,0.778,9,0.411,1,0.831,0.16,1774,38,0,6,7.82,8.29,0.665,15,1,0.374,22,0.246,18,26,0.336,7.24,0,0.019,3329,0.087,20,0,0,3,0,7,0,4,1.934,1
0.585,7,1,0.161,6,0.244,3,0.86,21,0.053,0,0.299,0.536,1304,57,0,13,4.47,9.38,0.034,13,1,0.497,91,0.157,12,53,0.312,5.44,0,0.094,2974,0.168,19,1,0,3,0,5,1,4,1.074,4
0.594,4,0,0.301,1,0.975,3,0.79,28,0.118,0,0.386,0.492,2660,37,0,19,10.57,7.16,0.846,10,1,0.212,86,0.767,16,114,0.442,2.67,1,0.484,2502,0.185,9,2,2,3,0,6,0,4,2.749,0
0.841,4,1,0.065,18,0.676,0,0.763,6,0.335,1,0.094,0.518,1569,29,0,15,8.31,3.75,0.468,12,0,0.479,12,0.634,5,113,0.008,6.37,0,0.413,4192,0.388,21,3,2,4,0,2,1,6,3.051,2
0.184,2,0,0.432,19,0.405,3,0.91,17,0.721,1,0.199,0.544,2548,8,0,8,8.73,2.34,0.963,11,0,0.003,72,0.724,19,141,0.154,4.48,0,0.209,3101,0.385,17,1,2,3,0,7,0,0,3.617,1
0.646,1,0,0.41,15,0.347,1,0.366,4,0.937,1,0.296,0.751,1178,57,0,18,10.37,3.12,0.433,14,1,0.443,94,0.576,5,63,0.144,7.5,0,0.308,3638,0.018,19,2,1,3,0,0,1,4,4.045,1
0.74,5,1,0.19,16,0.293,3,0.689,24,0.957,1,0.603,0.89,2225,58,0,20,4.23,6.68,0.413,5,1,0.485,23,0.543,13,191,0.255,9.01,1,0.484,457,0.23,18,1,2,5,0,1,1,3,4.028,1
0.157,1,1,0.267,4,0.147,1,0.638,23,0.369,0,0.093,0.51,2051,43,0,10,9.61,4.36,0.869,6,1,0.478,20,0.396,10,247,0.28,8.93,0,0.415,1830,0.281,19,2,2,3,0,0,1,1,2.404,1
0.196,6,0,0.455,4,0.731,0,0.456,7,0.33,0,0.293,0.508,932,31,0,12,10.71,9.52,0.957,9,0,0.457,91,0.628,15,53,0.419,8.6,0,0.411,3895,0.09,20,1,0,3,0,2,0,1,3.001,2
0.353,6,1,0.361,19,0.935,3,0.782,16,0.59,1,0.014,0.003,763,34,0,16,5.06,2.19,0.917,12,0,0.196,49,0.987,3,221,0.38,3.1,0,0.027,6539,0.365,19,3,2,4,0,5,1,2,4.337,0
0.508,7,0,0.439,5,0.422,0,0.756,3,0.736,1,0.364,0.363,1823,7,0,13,7.46,3.66,0.308,9,1,0.118,12,0.625,19,56,0.255,9.21,0,0.058,1343,0.364,7,2,1,4,0,2,1,4,3.465,0
0.054,0,0,0.223,14,0.429,1,0.571,27,0.612,1,0.606,0.304,2654,8,0,15,6.35,4.22,0.513,3,1,0.001,88,0.753,3,156,0.263,5.06,0,0.238,5324,0.315,19,0,2,4,0,0,0,6,3.484,0
0.707,2,0,0.454,2,0.474,0,0.528,6,0.41,1,0.487,0.641,40,31,0,8,7.84,7.75,0.689,19,0,0.101,76,0.437,13,26,0.496,8.47,1,0.041,2853,0.351,12,0,0,3,0,1,0,2,2.232,2
0.395,3,1,0.092,19,0.94,2,0.378,14,0.241,1,0.84,0.11,2885,39,0,5,3.25,3.02,0.159,19,1,0.008,27,0.166,19,50,0.381,7.53,0,0.114,6264,0.287,11,0,0,5,0,5,1,5,0.988,2
0.346,3,0,0.275,9,0.525,3,0.068,6,0.552,1,0.755,0.126,133,16,0,5,9.58,5.78,0.931,9,0,0.167,76,0.64,5,75,0.41,5.26,0,0.276,3654,0.37,23,2,1,4,0,0,0,2,3.191,1
0.199,4,0,0.016,15,0.581,0,0.527,20,0.999,1,0.973,0.356,2167,21,0,24,7.19,8.52,0.417,9,0,0.009,37,0.878,15,45,0.218,8.19,0,0.495,503,0.022,13,2,0,4,0,2,0,0,4.641,3
0.179,7,1,0.128,6,0.816,2,0.497,20,0.098,1,0.851,0.465,1598,34,0,12,7.56,6.8,0.43,12,0,0.272,53,0.965,3,173,0.163,6.24,1,0.421,6688,0.37,12,2,2,3,0,4,1,3,3.363,1
0.129,2,1,0.208,11,0.229,0,0.073,13,0.422,1,0.877,0.58,201,56,0,13,10.48,3.18,0.985,4,1,0.014,99,0.048,8,70,0.165,6.32,1,0.403,526,0.219,16,2,1,4,0,7,1,2,1.002,1
0.168,5,0,0.219,17,0.503,3,0.805,18,0.579,0,0.897,0.111,1309,31,0,18,10.9,2.35,0.749,10,1,0.276,66,0.135,18,215,0.241,8.42,1,0.162,5795,0.14,16,2,2,4,0,7,0,4,1.839,0
0.611,9,0,0.389,10,0.356,3,0.817,12,0.968,1,0.768,0.267,2517,19,0,20,3.82,2.35,0.514,19,1,0.01,45,0.655,4,61,0.145,5.73,0,0.434,2865,0.32,18,1,1,5,0,6,1,5,3.911,0
0.667,7,1,0.386,17,0.004,1,0.601,20,0.275,1,0.042,0.682,2691,19,0,17,5.0,3.99,0.033,5,1,0.454,54,0.445,4,31,0.472,8.06,0,0.098,640,0.131,13,0,0,5,0,4,1,6,2.339,0
0.57,7,0,0.004,5,0.552,1,0.956,6,0.999,1,0.996,0.978,1678,10,1,9,4.84,2.59,0.148,14,0,0.143,32,0.961,5,51,0.387,3.84,1,0.116,83,0.344,17,2,0,2,1,0,0,2,5.024,2
0.633,9,0,0.339,13,0.67,3,0.195,24,0.261,1,0.672,0.158,1189,32,0,22,7.05,8.71,0.519,11,0,0.184,52,0.265,15,170,0.418,7.92,0,0.224,6611,0.244,19,1,2,4,0,3,0,3,1.501,1
0.695,0,0,0.429,0,0.051,1,0.791,20,0.583,1,0.686,0.332,328,7,0,8,7.53,3.88,0.379,18,1,0.129,27,0.051,7,219,0.365,8.53,0,0.116,37,0.228,15,1,2,3,0,4,0,4,1.448,2
0.9,1,1,0.105,13,0.279,2,0.62,18,0.917,1,0.224,0.24,1270,29,0,9,8.35,9.64,0.865,9,1,0.322,59,0.456,19,59,0.016,3.46,0,0.455,3772,0.058,17,1,1,4,0,4,1,5,3.524,1
0.151,3,1,0.406,8,0.164,3,0.653,3,0.141,1,0.422,0.82,1454,10,0,15,4.38,7.53,0.64,6,1,0.252,62,0.385,8,166,0.5,5.15,1,0.422,3338,0.107,16,2,2,5,0,3,1,4,1.689,1
0.733,1,0,0.203,3,0.114,0,0.941,15,0.673,0,0.201,0.688,1658,55,1,21,7.3,6.3,0.815,12,0,0.22,14,0.258,19,31,0.284,7.67,0,0.479,5782,0.322,13,1,0,2,1,5,0,4,2.34,0
0.179,7,1,0.34,12,0.329,0,0.413,12,0.059,1,0.042,0.713,164,55,0,14,9.82,8.27,0.159,4,0,0.202,26,0.592,4,127,0.432,6.62,0,0.01,847,0.201,7,0,2,4,0,4,1,2,2.096,1
0.728,4,0,0.22,16,0.565,2,0.1,5,0.138,1,0.146,0.155,1036,56,0,7,11.3,8.85,0.743,19,1,0.015,91,0.972,8,69,0.116,9.38,0,0.041,202,0.216,8,0,1,4,0,4,1,0,3.207,0
0.829,5,0,0.498,17,0.027,2,0.049,16,0.759,0,0.022,0.548,325,16,0,17,4.69,5.86,0.553,7,1,0.312,31,0.35,8,39,0.278,7.91,0,0.455,4468,0.377,12,2,0,3,0,3,0,4,2.88,2
0.837,5,1,0.35,14,0.932,3,0.897,18,0.579,1,0.403,0.6,2595,5,0,13,11.73,5.1,0.349,16,0,0.185,46,0.144,19,49,0.356,4.1,0,0.493,3698,0.017,13,0,0,3,0,4,1,3,1.775,0
0.887,5,1,0.313,3,0.675,3,0.048,21,0.935,0,0.597,0.396,1788,11,1,14,10.68,4.87,0.953,5,0,0.385,10,0.196,12,39,0.294,3.43,0,0.13,3692,0.177,11,1,0,2,1,2,1,5,2.843,1
0.752,4,0,0.161,3,0.298,2,0.758,29,0.406,0,0.157,0.789,2529,50,1,17,8.98,5.26,0.852,10,1,0.036,39,0.744,4,115,0.128,9.46,1,0.241,6163,0.093,20,1,2,4,1,0,1,2,3.08,0
0.875,0,0,0.198,10,0.647,2,0.849,18,0.139,1,0.202,0.618,379,19,0,17,3.1,9.74,0.977,11,1,0.498,62,0.987,19,223,0.078,5.15,0,0.017,2235,0.283,12,0,2,4,0,3,0,0,3.737,4
0.991,2,0,0.47,5,0.467,3,0.068,11,0.695,1,0.15,0.346,12,27,1,15,3.35,5.29,0.076,18,0,0.008,71,0.904,14,167,0.339,9.05,1,0.038,6981,0.193,10,1,2,3,1,7,0,5,4.11,1
0.012,0,0,0.38,19,0.369,3,0.214,26,0.984,1,0.341,0.69,1126,37,1,16,4.12,9.08,0.809,10,0,0.338,4,0.912,8,39,0.101,8.75,0,0.461,3480,0.382,11,1,0,3,1,5,0,4,5.042,2
0.909,8,0,0.483,18,0.032,0,0.006,4,0.471,1,0.893,0.929,2538,37,0,11,8.13,7.21,0.11,11,1,0.358,37,0.707,3,83,0.11,9.88,1,0.395,3913,0.298,16,1,2,5,0,7,0,3,3.421,2
0.752,9,1,0.233,9,0.365,1,0.18,20,0.163,0,0.219,0.611,1067,12,0,15,11.33,9.5,0.221,11,1,0.412,34,0.996,10,109,0.005,7.09,0,0.108,5777,0.386,15,0,2,4,0,0,1,2,3.726,2
0.068,2,0,0.454,11,0.809,0,0.442,18,0.896,1,0.841,0.877,1138,42,0,19,4.4,6.62,0.043,13,0,0.382,51,0.235,12,32,0.486,4.7,0,0.291,536,0.282,15,0,0,2,0,4,0,0,2.879,1
0.432,0,1,0.392,11,0.002,1,0.703,29,0.941,1,0.374,0.039,2029,59,0,24,7.32,2.75,0.756,18,1,0.359,93,0.839,13,225,0.073,9.45,0,0.136,2474,0.377,19,2,2,4,0,0,1,5,4.758,1
0.482,7,0,0.367,1,0.673,3,0.551,6,0.331,1,0.067,0.77,715,25,0,8,8.74,9.01,0.135,5,0,0.171,92,0.103,14,34,0.414,5.81,0,0.448,6282,0.042,21,2,0,3,0,0,1,2,1.142,1
0.511,6,1,0.246,14,0.369,1,0.729,25,0.261,1,0.365,0.119,2627,18,0,7,5.32,5.27,0.547,9,1,0.104,16,0.618,9,44,0.231,2.31,0,0.294,3908,0.212,17,2,0,5,0,4,1,4,2.48,0
0.613,1,1,0.483,17,0.702,2,0.003,18,0.612,1,0.316,0.978,2429,47,0,14,7.48,5.92,0.491,5,1,0.097,93,0.417,5,40,0.202,4.61,0,0.168,3401,0.365,14,0,0,3,0,7,1,7,2.572,1
0.162,7,0,0.047,0,0.389,2,0.999,12,0.155,0,0.73,0.453,1205,53,0,20,11.82,5.42,0.092,7,1,0.225,40,0.155,5,32,0.358,4.78,1,0.182,472,0.323,21,2,0,3,0,5,1,4,1.0,1
0.001,5,0,0.037,6,0.197,2,0.891,5,0.39,0,0.154,0.01,1617,21,0,19,5.67,9.7,0.909,17,1,0.387,11,0.959,15,100,0.017,9.2,0,0.109,5575,0.046,17,1,2,3,0,3,0,3,4.044,1
0.262,1,1,0.223,5,0.144,3,0.539,9,0.852,1,0.639,0.262,2781,10,0,15,7.98,6.93,0.877,3,1,0.037,93,0.376,8,58,0.484,3.25,1,0.325,966,0.112,13,0,1,4,0,4,1,1,2.869,2
0.789,0,1,0.289,9,0.871,2,0.7,13,0.649,1,0.638,0.253,30,24,1,14,6.01,4.16,0.297,16,1,0.206,15,0.914,5,35,0.335,2.51,0,0.436,1900,0.371,12,2,0,4,1,3,1,6,4.246,2
0.286,8,0,0.226,13,0.526,3,0.418,18,0.56,1,0.361,0.927,1993,38,0,10,9.58,7.27,0.892,5,1,0.099,60,0.575,16,83,0.072,3.93,1,0.001,1762,0.039,13,2,2,5,0,1,0,4,2.944,2
0.968,9,0,0.028,5,0.626,2,0.137,8,0.147,0,0.904,0.1,2623,5,0,17,5.4,2.85,0.414,11,0,0.065,58,0.592,19,36,0.107,2.12,0,0.468,5495,0.067,15,2,0,3,0,2,1,0,2.135,1
0.939,0,0,0.0,2,0.334,2,0.987,26,0.298,1,0.778,0.562,1289,8,0,21,3.2,5.07,0.573,16,0,0.295,70,0.428,14,124,0.079,3.82,0,0.202,1741,0.4,15,2,2,2,0,5,1,0,2.175,2
0.297,7,0,0.162,2,0.51,1,0.073,23,0.803,1,0.103,0.658,1655,33,1,10,3.82,9.42,0.978,16,0,0.089,20,0.143,8,104,0.044,3.44,0,0.1,111,0.197,10,2,2,3,1,2,0,0,2.124,0
0.759,9,1,0.227,4,0.175,3,0.99,14,0.011,1,0.091,0.443,359,57,0,15,6.86,5.07,0.239,9,1,0.123,65,0.136,5,72,0.34,7.26,0,0.213,3477,0.354,19,2,1,4,0,7,1,1,0.553,1
0.792,3,0,0.481,2,0.157,0,0.922,25,0.338,0,0.953,0.512,1312,15,0,9,5.93,8.39,0.205,16,1,0.275,77,0.174,8,84,0.15,4.06,0,0.387,1473,0.336,20,2,2,3,0,3,0,4,1.473,0
0.337,2,0,0.08,0,0.641,0,0.398,27,0.514,1,0.131,0.236,1362,20,0,12,11.94,3.88,0.79,13,0,0.131,96,0.932,7,73,0.104,9.93,0,0.058,1889,0.298,13,2,1,3,0,4,0,4,3.955,0
0.101,5,1,0.102,13,0.476,1,0.659,25,0.186,1,0.012,0.546,1608,45,0,23,8.75,4.46,0.355,8,0,0.436,29,0.248,10,73,0.489,7.89,1,0.323,2611,0.19,8,0,1,3,0,7,1,3,1.552,0
0.079,8,0,0.348,18,0.316,2,0.906,16,0.203,1,0.356,0.13,1052,28,0,11,10.55,6.78,0.229,5,1,0.46,59,0.745,4,68,0.244,2.47,0,0.218,6034,0.159,17,2,1,4,0,2,0,3,3.101,1
0.578,6,1,0.358,6,0.878,3,0.178,4,0.865,0,0.392,0.468,360,32,0,7,2.32,3.4,0.577,11,0,0.221,1,0.193,15,37,0.142,3.75,0,0.466,42,0.344,19,2,0,2,0,1,1,3,2.53,3
0.153,2,1,0.139,15,0.344,2,0.145,20,0.67,1,0.376,0.978,1860,44,0,6,5.52,6.5,0.076,3,1,0.437,46,0.098,9,203,0.237,5.77,0,0.077,5589,0.163,19,1,2,4,0,3,1,3,2.071,3
0.618,9,1,0.018,10,0.627,1,0.818,24,0.722,1,0.453,0.787,2996,37,0,16,4.41,4.42,0.874,18,1,0.236,5,0.774,16,119,0.058,6.32,0,0.08,70,0.062,12,0,2,3,0,3,1,2,4.002,2
0.112,4,0,0.058,3,0.945,3,0.262,12,0.327,1,0.625,0.168,5,44,1,24,4.27,2.4,0.309,11,0,0.003,69,0.752,18,187,0.249,3.93,0,0.321,573,0.081,18,2,2,3,1,2,1,4,2.913,0
0.616,2,1,0.34,6,0.95,1,0.144,19,0.721,1,0.58,0.723,718,43,0,9,7.3,2.32,0.799,16,1,0.112,79,0.046,8,56,0.473,5.34,1,0.153,5822,0.061,18,0,1,4,0,2,1,5,1.692,1
0.696,4,0,0.329,16,0.587,0,0.477,24,0.806,1,0.835,0.972,1120,7,0,16,5.99,3.63,0.223,19,1,0.237,73,0.504,15,62,0.38,8.16,0,0.257,1799,0.395,12,0,1,5,0,5,0,5,3.361,1
0.346,1,0,0.333,17,0.319,0,0.594,4,0.093,1,0.82,0.415,1805,56,1,15,4.9,2.87,0.412,3,1,0.056,80,0.189,4,147,0.436,9.44,0,0.431,4372,0.022,6,0,2,4,1,5,0,0,0.809,0
0.544,4,0,0.182,7,0.344,2,0.456,20,0.293,1,0.865,0.019,2984,59,0,10,11.95,8.87,0.853,18,0,0.211,73,0.92,12,175,0.251,3.78,1,0.473,4393,0.23,22,3,2,4,0,2,0,3,3.557,1
0.117,6,1,0.33,3,0.785,1,0.28,7,0.913,1,0.896,0.072,1335,17,0,14,5.01,3.19,0.899,12,1,0.483,7,0.272,10,85,0.122,7.35,0,0.282,3008,0.376,13,2,2,5,0,5,1,0,3.125,0
0.053,0,0,0.119,15,0.022,2,0.143,20,0.81,1,0.261,0.518,1236,22,1,17,6.51,6.5,0.717,12,0,0.118,56,0.661,7,30,0.1,4.39,1,0.425,185,0.348,15,1,0,1,1,2,0,5,3.721,2
0.998,6,1,0.442,7,0.417,1,0.536,6,0.716,0,0.958,0.973,150,9,0,23,5.61,5.67,0.354,7,1,0.497,18,0.186,18,20,0.231,3.16,0,0.398,2294,0.372,16,0,0,3,0,4,1,2,2.487,2
0.238,1,0,0.108,2,0.681,3,0.323,18,0.614,1,0.624,0.57,1534,33,0,17,2.39,9.41,0.792,11,1,0.415,30,0.122,17,20,0.267,3.43,1,0.475,5901,0.349,18,4,0,4,0,5,0,3,2.009,4
0.883,0,0,0.302,0,0.442,0,0.682,25,0.585,1,0.407,0.693,2994,58,0,14,8.34,4.15,0.767,7,0,0.352,90,0.21,3,33,0.023,3.18,0,0.221,5453,0.115,8,1,0,3,0,6,0,1,2.152,0
0.478,9,0,0.325,18,0.945,0,0.263,22,0.144,1,0.012,0.328,110,23,0,5,5.89,6.12,0.547,18,1,0.457,91,0.926,14,204,0.268,9.04,0,0.277,3826,0.329,19,1,2,5,0,6,0,4,3.523,2
0.306,5,0,0.091,11,0.954,3,0.871,24,0.411,1,0.152,0.316,2760,30,0,10,2.54,7.59,0.805,3,1,0.064,42,0.35,5,40,0.208,2.42,0,0.11,1063,0.104,13,3,0,5,0,4,0,4,1.936,2
0.39,0,1,0.349,19,0.175,3,0.322,16,0.711,1,0.09,0.833,1248,47,1,8,4.13,5.09,0.568,5,1,0.158,72,0.192,9,73,0.239,8.96,1,0.411,3211,0.077,18,1,1,3,1,3,1,1,2.156,3
0.003,8,1,0.189,12,0.497,1,0.476,22,0.565,1,0.836,0.945,2409,10,0,14,10.18,2.9,0.38,14,0,0.012,61,0.455,17,56,0.214,7.94,1,0.477,6637,0.033,12,3,1,3,0,2,1,5,2.507,1
0.962,7,0,0.135,4,0.718,1,0.872,21,0.136,1,0.635,0.218,1523,29,1,9,4.69,8.88,0.146,5,1,0.016,72,0.847,13,49,0.466,6.58,1,0.263,4084,0.079,18,2,0,5,1,7,1,3,2.829,2
0.909,1,1,0.363,5,0.408,0,0.459,16,0.42,1,0.438,0.241,2437,33,0,11,2.04,8.37,0.205,17,1,0.076,69,0.908,5,84,0.421,4.83,1,0.099,327,0.215,15,0,2,2,0,4,1,2,3.64,3
0.298,9,1,0.093,13,0.632,3,0.814,13,0.175,1,0.726,0.953,2332,50,0,5,7.12,8.38,0.623,15,1,0.266,12,0.006,7,94,0.059,2.75,1,0.043,789,0.385,9,2,2,5,0,5,1,1,0.634,1
0.584,1,0,0.23,1,0.98,2,0.244,28,0.434,1,0.95,0.273,432,6,0,22,6.08,6.35,0.021,5,1,0.248,77,0.249,9,42,0.072,6.59,0,0.437,1799,0.082,19,1,0,4,0,4,0,2,1.863,0
0.333,3,0,0.354,4,0.256,2,0.423,16,0.861,0,0.156,0.385,627,31,0,15,5.48,7.6,0.11,4,1,0.468,41,0.899,12,34,0.168,5.43,0,0.402,4250,0.089,16,1,0,4,0,7,0,0,4.887,0
0.825,6,0,0.181,1,0.809,0,0.093,21,0.528,1,0.122,0.414,1776,9,0,7,5.15,4.9,0.285,7,0,0.444,75,0.727,11,60,0.187,3.35,0,0.302,4611,0.243,10,0,1,4,0,2,0,2,3.681,0
0.766,5,0,0.457,2,0.357,0,0.379,29,0.925,0,0.426,0.892,1922,47,0,18,6.15,8.55,0.134,18,1,0.314,50,0.742,4,75,0.105,9.05,0,0.287,1276,0.077,22,1,1,3,0,4,0,2,4.39,0
0.218,7,0,0.15,2,0.625,1,0.55,24,0.338,1,0.198,0.005,1564,10,0,15,3.84,5.14,0.396,7,1,0.346,52,0.476,16,193,0.196,2.59,1,0.196,4916,0.172,19,2,2,4,0,1,0,4,2.45,1
0.713,7,0,0.057,2,0.582,0,0.897,22,0.385,0,0.292,0.307,1635,34,1,17,5.61,9.91,0.711,7,1,0.46,30,0.106,3,201,0.395,5.55,1,0.075,4869,0.034,18,2,2,4,1,4,0,2,1.548,2
0.198,9,1,0.173,3,0.991,0,0.247,23,0.154,0,0.928,0.62,1926,38,0,11,11.07,3.78,0.937,17,1,0.318,62,0.601,8,240,0.35,2.02,1,0.33,3754,0.124,12,0,2,3,0,2,1,5,2.429,1
0.223,2,0,0.084,8,0.644,2,0.67,22,0.974,1,0.068,0.619,2930,57,0,16,7.82,4.37,0.276,11,0,0.429,10,0.372,14,59,0.167,8.16,0,0.431,3757,0.104,12,1,1,3,0,7,0,0,3.493,1
0.64,4,0,0.262,17,0.283,3,0.607,9,0.007,1,0.715,0.96,1589,32,0,12,3.91,2.11,0.423,15,0,0.053,35,0.436,11,114,0.46,3.54,1,0.066,1076,0.381,8,2,2,3,0,3,1,2,1.375,3
0.455,6,1,0.495,7,0.397,0,0.875,24,0.375,1,0.467,0.928,2517,22,0,21,11.28,2.87,0.408,15,0,0.179,22,0.971,8,146,0.334,8.01,0,0.06,3319,0.29,15,2,2,4,0,7,1,6,3.842,2
0.158,1,0,0.15,8,0.011,1,0.375,27,0.387,1,0.466,0.774,1653,37,0,8,2.26,9.24,0.354,11,1,0.117,97,0.491,7,152,0.04,2.52,0,0.445,1563,0.356,19,2,2,4,0,7,1,2,2.364,2
0.667,9,0,0.145,9,0.225,3,0.858,7,0.337,1,0.002,0.817,850,21,1,14,11.88,3.74,0.82,15,1,0.436,62,0.398,12,24,0.085,5.3,1,0.038,2183,0.319,14,1,0,5,1,5,0,1,2.304,3
0.049,9,0,0.406,9,0.832,2,0.45,13,0.53,0,0.715,0.905,2483,57,0,8,3.97,4.48,0.642,16,1,0.278,41,0.725,13,23,0.386,4.88,0,0.164,83,0.097,21,2,0,3,0,0,0,7,3.513,1
0.487,4,0,0.162,15,0.425,1,0.199,28,0.633,1,0.159,0.424,1407,55,0,24,7.91,8.72,0.766,10,0,0.246,59,0.969,4,225,0.456,4.92,0,0.423,3523,0.237,22,0,2,3,0,0,0,6,4.419,1
0.744,0,0,0.453,13,0.043,3,0.248,14,0.635,1,0.885,0.248,1157,10,0,8,3.79,4.11,0.976,19,0,0.182,80,0.559,8,200,0.238,8.05,1,0.257,6684,0.119,16,0,2,2,0,3,0,6,3.129,0
0.281,5,0,0.283,6,0.327,0,0.757,27,0.169,0,0.616,0.815,2645,18,0,20,10.34,2.01,0.538,13,0,0.367,28,0.763,11,220,0.128,7.15,1,0.004,1258,0.301,19,1,2,3,0,1,0,6,2.994,0
0.667,1,0,0.389,0,0.137,2,0.248,20,0.171,1,0.824,0.169,2830,42,0,24,6.43,2.52,0.834,19,1,0.002,27,0.0,3,77,0.411,8.09,0,0.332,3314,0.012,10,2,2,4,0,5,1,2,0.344,1
0.657,6,0,0.109,0,0.808,0,0.619,10,0.728,1,0.235,0.059,2152,14,0,14,3.85,7.64,0.772,11,1,0.146,97,0.753,16,26,0.187,5.38,1,0.453,3105,0.359,16,2,0,5,0,4,0,1,3.861,0
0.216,3,0,0.135,9,0.909,1,0.129,3,0.618,1,0.394,0.226,53,41,0,21,7.99,2.12,0.135,4,1,0.183,90,0.364,16,33,0.158,6.76,0,0.219,2496,0.327,8,1,0,4,0,5,0,4,2.511,1
0.828,1,1,0.062,12,0.279,3,0.037,29,0.218,1,0.225,0.238,1970,15,0,11,4.28,5.76,0.382,4,1,0.369,7,0.479,12,39,0.308,3.22,1,0.184,2629,0.002,5,1,0,4,0,3,1,3,2.242,0
0.35,4,1,0.221,11,0.007,3,0.173,12,0.605,1,0.798,0.986,32,47,0,11,7.99,2.24,0.263,17,1,0.099,83,0.315,15,187,0.329,3.31,1,0.149,1768,0.361,22,3,2,4,0,1,1,0,2.254,2
